Name,Date,Rate,Votes,Genre,Duration,Type,Certificate,Episodes,Nudity,Violence,Profanity,Alcohol,Frightening
The Grudge,2020.0,4.3,23108.0,"Fantasy, Horror",94.0,Film,R,-1.0,None,Severe,Moderate,Mild,Severe
The Fundamentals of Caring,2016.0,7.3,67258.0,"Comedy, Drama",97.0,Film,TV-MA,-1.0,Mild,None,Severe,Mild,None
Newness,2017.0,6.3,15660.0,"Drama, Romance",117.0,Film,Unrated,-1.0,Moderate,Mild,Moderate,Moderate,Mild
Dreamcatcher,2003.0,5.5,90767.0,"Drama, Horror, Sci-Fi",136.0,Film,R,-1.0,Mild,Severe,Moderate,Mild,Severe
Tarzan,1999.0,7.3,213346.0,"Animation, Adventure, Drama",88.0,Film,G,-1.0,None,Mild,None,Mild,Moderate
Don't Tell Mom the Babysitter's Dead,1991.0,6.3,31676.0,Comedy,102.0,Film,PG-13,-1.0,Mild,None,Moderate,Moderate,None
The Man from Earth,2007.0,7.9,181233.0,"Drama, Fantasy, Mystery",87.0,Film,Not Rated,-1.0,None,None,No Rate,Mild,Mild
The Judge,2014.0,7.4,185410.0,"Crime, Drama",141.0,Film,R,-1.0,Mild,None,Moderate,Mild,None
The Imaginarium of Doctor Parnassus,2009.0,6.8,146954.0,"Adventure, Comedy, Fantasy",123.0,Film,PG-13,-1.0,Mild,Moderate,Mild,Moderate,Moderate
The Chronicles of Narnia: Prince Caspian,2008.0,6.5,201807.0,"Action, Adventure, Family",150.0,Film,PG,-1.0,None,Moderate,None,None,Moderate
The Little Girl Who Lives Down the Lane,1976.0,7.0,14452.0,"Drama, Horror, Mystery",91.0,Film,PG,-1.0,Moderate,Moderate,Mild,Mild,Moderate
Billy Elliot,2000.0,7.7,130745.0,"Drama, Music",110.0,Film,R,-1.0,Mild,Mild,Severe,Mild,Mild
Carriers,2009.0,6.0,45437.0,"Action, Adventure, Drama",85.0,Film,PG-13,-1.0,None,Moderate,Moderate,Mild,Mild
Red Riding Hood,2011.0,5.5,110201.0,"Fantasy, Horror, Mystery",100.0,Film,PG-13,-1.0,Mild,Moderate,Mild,Mild,Moderate
According to Jim,2011.0,6.4,35174.0,"Comedy, Romance",30.0,Series,TV-PG,182.0,Mild,Mild,Mild,Mild,None
Rurôni Kenshin: Sai shûshô - The Beginning,2021.0,7.5,5981.0,"Action, Adventure, Drama",137.0,Film,TV-MA,-1.0,None,Severe,None,Mild,Mild
Prozac Nation,2001.0,6.3,17724.0,"Biography, Drama, Romance",95.0,Film,R,-1.0,Mild,None,Mild,Mild,Mild
Finding Dory,2016.0,7.3,255557.0,"Animation, Adventure, Comedy",97.0,Film,PG,-1.0,None,None,None,None,Mild
Society,1989.0,6.5,16926.0,"Comedy, Horror",99.0,Film,R,-1.0,Moderate,Severe,Moderate,Mild,Moderate
Kings,2017.0,5.1,3345.0,"Crime, Drama, Romance",86.0,Film,R,-1.0,Moderate,Severe,Moderate,Mild,Moderate
White House Down,2013.0,6.3,213712.0,"Action, Drama, Thriller",131.0,Film,PG-13,-1.0,None,Moderate,Moderate,Mild,Moderate
Little Women,1949.0,7.3,7092.0,"Drama, Family, Romance",122.0,Film,Approved,-1.0,None,None,None,No Rate,Mild
On the Basis of Sex,2018.0,7.1,32093.0,"Biography, Drama",120.0,Film,PG-13,-1.0,None,None,Mild,Mild,None
Ms. Marvel,2018.0,-1.0,-1.0,"Action, Adventure, Comedy",-1.0,Series,None,6.0,No Rate,No Rate,No Rate,No Rate,No Rate
Midnight Cowboy,1969.0,7.8,106739.0,Drama,113.0,Film,X,-1.0,Severe,Moderate,Moderate,Mild,Moderate
Întregalde,2021.0,7.2,407.0,"Comedy, Drama",104.0,Film,None,-1.0,No Rate,No Rate,No Rate,No Rate,No Rate
Rare Beasts,2019.0,5.6,865.0,"Comedy, Drama, Romance",87.0,Film,None,-1.0,No Rate,No Rate,No Rate,No Rate,No Rate
Whip It,2009.0,6.9,65845.0,"Drama, Sport",111.0,Film,PG-13,-1.0,Mild,Mild,Moderate,Moderate,Mild
Tales of Halloween,2015.0,5.5,12568.0,"Adventure, Comedy, Fantasy",97.0,Film,R,-1.0,Mild,Severe,Moderate,Mild,Severe
Breathe,2017.0,7.2,20767.0,"Biography, Drama, Romance",118.0,Film,PG-13,-1.0,None,Mild,Mild,Mild,Moderate
Brimstone,2016.0,7.1,38672.0,"Drama, Mystery, Thriller",148.0,Film,R,-1.0,Severe,Severe,Moderate,Mild,Severe
What I Like About You,2016.0,6.6,12887.0,Comedy,30.0,Series,TV-PG,86.0,No Rate,No Rate,Mild,No Rate,No Rate
The Time Machine,2002.0,6.0,121826.0,"Action, Adventure, Sci-Fi",96.0,Film,PG-13,-1.0,None,Mild,Mild,None,Mild
Perfect,1985.0,4.6,5077.0,"Drama, Romance",115.0,Film,R,-1.0,Mild,None,Moderate,Mild,None
Il commissario Montalbano,1985.0,8.3,3485.0,"Crime, Drama, Mystery",95.0,Series,TV-14,37.0,Moderate,No Rate,Moderate,Moderate,Severe
Only the Brave,2017.0,7.6,63918.0,"Action, Biography, Drama",134.0,Film,PG-13,-1.0,Mild,Mild,Moderate,Mild,Moderate
Margin Call,2011.0,7.1,122482.0,"Drama, Thriller",107.0,Film,R,-1.0,None,None,Severe,Mild,None
The Thundermans,2011.0,5.8,4255.0,"Action, Comedy, Drama",23.0,Series,TV-G,98.0,None,Mild,None,None,Mild
Star Trek II: The Wrath of Khan,1982.0,7.7,116792.0,"Action, Adventure, Sci-Fi",113.0,Film,PG,-1.0,None,Moderate,Mild,Mild,Moderate
The General's Daughter,1999.0,6.4,56455.0,"Crime, Drama, Mystery",116.0,Film,R,-1.0,Severe,Severe,Moderate,Mild,Severe
Philadelphia,1993.0,7.7,232616.0,Drama,125.0,Film,PG-13,-1.0,Mild,None,Moderate,Mild,Mild
Slender Man,2018.0,3.2,31629.0,"Horror, Mystery, Thriller",93.0,Film,PG-13,-1.0,Mild,Moderate,Mild,Mild,Moderate
Ghost Rider: Spirit of Vengeance,2011.0,4.3,115071.0,"Action, Fantasy, Thriller",96.0,Film,PG-13,-1.0,Mild,Moderate,Mild,Mild,Moderate
Gypsy,2017.0,6.8,15367.0,"Drama, Thriller",51.0,Series,TV-MA,10.0,Moderate,Mild,Mild,Moderate,None
Dead Silence,2007.0,6.2,90723.0,"Horror, Mystery, Thriller",89.0,Film,R,-1.0,None,Moderate,Mild,Mild,Severe
Rudy,1993.0,7.5,60323.0,"Biography, Drama, Sport",114.0,Film,PG,-1.0,None,Mild,Moderate,Mild,Mild
A Fish Called Wanda,1988.0,7.5,137094.0,"Comedy, Crime",108.0,Film,R,-1.0,Moderate,Mild,Moderate,Mild,None
Lord of War,2005.0,7.6,303622.0,"Action, Crime, Drama",122.0,Film,R,-1.0,Moderate,Severe,Severe,Severe,Moderate
Mask,1985.0,7.2,27569.0,"Biography, Drama",120.0,Film,PG-13,-1.0,Mild,Mild,Moderate,Moderate,Moderate
Alex Rider,1985.0,7.6,10190.0,"Action, Adventure, Drama",45.0,Series,TV-14,10.0,Mild,Mild,Mild,Mild,Moderate
The Quick and the Dead,1995.0,6.4,89706.0,"Action, Romance, Thriller",107.0,Film,R,-1.0,Mild,Severe,Mild,Mild,Moderate
Never Been Kissed,1999.0,6.1,86966.0,"Comedy, Drama, Romance",107.0,Film,PG-13,-1.0,Mild,None,Mild,Mild,None
Miss Congeniality,2000.0,6.3,197452.0,"Action, Comedy, Crime",109.0,Film,PG-13,-1.0,Mild,Mild,Mild,Mild,Mild
From Hell,2001.0,6.8,150921.0,"Horror, Mystery, Thriller",122.0,Film,R,-1.0,Severe,Severe,Moderate,Moderate,Severe
The Poughkeepsie Tapes,2007.0,6.0,17759.0,"Horror, Mystery, Thriller",81.0,Film,R,-1.0,Severe,Severe,Mild,None,Severe
Big Love,2007.0,7.6,20898.0,Drama,60.0,Series,TV-MA,53.0,Moderate,Moderate,Moderate,Mild,Moderate
Belle,2013.0,7.3,29490.0,"Biography, Drama, Romance",100.0,Film,PG,-1.0,None,Mild,Mild,Mild,Mild
Sliders,2013.0,7.4,17567.0,"Adventure, Fantasy, Sci-Fi",60.0,Series,TV-PG,87.0,None,Mild,Mild,Mild,Mild
The Beverly Hillbillies,1993.0,5.0,18032.0,"Comedy, Family",92.0,Film,PG,-1.0,Mild,Mild,Mild,Mild,Mild
Boxing Day,2021.0,-1.0,-1.0,"Comedy, Romance",-1.0,Film,None,-1.0,No Rate,No Rate,No Rate,No Rate,No Rate
Mike & Molly,2021.0,6.4,24086.0,Comedy,30.0,Series,TV-14,127.0,Moderate,None,Moderate,Moderate,None
Hot in Cleveland,2021.0,7.3,12945.0,Comedy,30.0,Series,TV-PG,129.0,Moderate,No Rate,Mild,Moderate,None
Melissa & Joey,2021.0,7.0,18234.0,"Comedy, Romance",30.0,Series,TV-14,104.0,Mild,None,Mild,Mild,None
Designing Women,2021.0,7.1,5249.0,Comedy,30.0,Series,TV-PG,163.0,No Rate,No Rate,No Rate,No Rate,No Rate
"Yes, God, Yes",2019.0,6.1,13074.0,"Comedy, Drama",78.0,Film,R,-1.0,Moderate,None,Mild,Mild,None
Qismat 2,2021.0,7.5,714.0,"Drama, Romance",155.0,Film,None,-1.0,No Rate,No Rate,No Rate,No Rate,No Rate
'Allo 'Allo!,2021.0,8.3,24463.0,"Comedy, History, War",45.0,Series,None,85.0,No Rate,No Rate,No Rate,No Rate,No Rate
Monsterland,2021.0,5.6,2503.0,"Drama, Fantasy, Horror",50.0,Series,TV-MA,8.0,Mild,Severe,Severe,No Rate,Severe
Wander,2020.0,4.9,8064.0,Thriller,94.0,Film,R,-1.0,None,Mild,None,Mild,Moderate
L'amica geniale,2020.0,8.6,11537.0,Drama,60.0,Series,TV-MA,20.0,Moderate,Moderate,Mild,Mild,Moderate
Whiskey Cavalier,2019.0,7.1,9126.0,"Action, Adventure, Comedy",-1.0,Series,TV-14,13.0,Mild,Severe,Severe,Severe,Severe
The Professor and the Madman,2019.0,7.3,40879.0,"Biography, Drama",124.0,Film,Not Rated,-1.0,None,Moderate,None,None,Mild
Land,2021.0,6.6,5742.0,"Adventure, Drama",89.0,Film,PG-13,-1.0,Mild,Mild,Mild,None,Mild
Majo no takkyûbin,1989.0,7.9,133758.0,"Animation, Adventure, Drama",103.0,Film,G,-1.0,None,None,None,None,None
Alice Through the Looking Glass,2016.0,6.2,100442.0,"Adventure, Family, Fantasy",113.0,Film,PG,-1.0,None,Mild,None,None,Mild
Flatliners,1990.0,6.6,83704.0,"Drama, Horror, Sci-Fi",115.0,Film,R,-1.0,Moderate,Moderate,Moderate,Mild,Moderate
Pitch Black,2000.0,7.1,231880.0,"Action, Horror, Sci-Fi",109.0,Film,R,-1.0,None,Moderate,Moderate,Mild,Severe
Devil,2010.0,6.2,140079.0,"Horror, Mystery, Thriller",80.0,Film,PG-13,-1.0,Mild,Moderate,Mild,Mild,Severe
The Last Detective,2010.0,7.7,1345.0,"Comedy, Crime, Drama",90.0,Series,None,17.0,No Rate,No Rate,No Rate,No Rate,No Rate
Friends: The Reunion,2021.0,8.1,52354.0,"Documentary, Biography, Comedy",104.0,Film,TV-14,-1.0,None,None,Mild,None,None
R.I.P.D.,2013.0,5.6,124870.0,"Action, Adventure, Comedy",96.0,Film,PG-13,-1.0,Mild,Moderate,Moderate,Mild,Mild
The Hangover Part III,2013.0,5.8,303010.0,"Comedy, Crime",100.0,Film,R,-1.0,Moderate,Moderate,Severe,Moderate,Moderate
Deadly Class,2013.0,7.6,15628.0,"Action, Adventure, Comedy",60.0,Series,TV-MA,10.0,Moderate,Severe,Severe,Severe,Moderate
Body Heat,1981.0,7.4,33458.0,"Crime, Drama, Romance",113.0,Film,R,-1.0,Moderate,Mild,Mild,Mild,Mild
Wild at Heart,1990.0,7.2,89151.0,"Comedy, Crime, Drama",125.0,Film,R,-1.0,Severe,Severe,Severe,Moderate,Severe
The Darkest Hour,2011.0,4.9,59878.0,"Action, Adventure, Horror",89.0,Film,PG-13,-1.0,None,Moderate,Mild,Mild,Moderate
Sex Drive,2008.0,6.5,86059.0,"Comedy, Romance",109.0,Film,R,-1.0,Severe,Mild,Severe,Moderate,Mild
Wu Assassins,2019.0,6.4,11167.0,"Action, Crime, Drama",44.0,Series,TV-MA,10.0,None,Moderate,Moderate,Mild,Mild
Hellraiser III: Hell on Earth,1992.0,5.5,29195.0,Horror,97.0,Film,R,-1.0,Moderate,Severe,Severe,Moderate,Severe
Teen Titans,1992.0,7.9,29072.0,"Animation, Action, Adventure",30.0,Series,TV-Y7-FV,66.0,None,Mild,None,None,Mild
Broad City,1992.0,8.4,28943.0,Comedy,22.0,Series,TV-14,50.0,Moderate,None,Moderate,Severe,Mild
Disenchanted,2022.0,-1.0,-1.0,"Animation, Adventure, Comedy",-1.0,Film,None,-1.0,No Rate,No Rate,No Rate,No Rate,No Rate
Mike and Dave Need Wedding Dates,2016.0,6.0,86157.0,"Comedy, Romance",98.0,Film,R,-1.0,Moderate,Mild,Severe,Moderate,None
The Hunchback of Notre Dame,1996.0,7.0,148870.0,"Animation, Drama, Family",91.0,Film,G,-1.0,Mild,Moderate,Mild,Mild,Moderate
Enemy at the Gates,2001.0,7.6,252026.0,"Drama, History, War",131.0,Film,R,-1.0,Moderate,Severe,Mild,Mild,Moderate
Accepted,2006.0,6.4,128887.0,Comedy,93.0,Film,PG-13,-1.0,Mild,Mild,Moderate,Mild,None
McMafia,2006.0,7.7,14696.0,"Crime, Drama, Thriller",60.0,Series,TV-14,9.0,Mild,Moderate,Moderate,Mild,Moderate
The Exorcism of Emily Rose,2005.0,6.7,124490.0,"Drama, Horror, Thriller",119.0,Film,PG-13,-1.0,None,Moderate,Mild,Mild,Severe
The Awakening,2011.0,6.5,65122.0,"Horror, Thriller",102.0,Film,R,-1.0,Mild,Moderate,Mild,Mild,Moderate
Clerks,1994.0,7.7,216743.0,Comedy,92.0,Film,R,-1.0,Moderate,Mild,Severe,Moderate,None
Bad Boys II,2003.0,6.6,240418.0,"Action, Comedy, Crime",147.0,Film,R,-1.0,Moderate,Severe,Severe,Moderate,Moderate
The Croods: Family Tree,2003.0,7.3,107.0,"Animation, Short, Adventure",11.0,Series,TV-Y7,6.0,No Rate,No Rate,No Rate,No Rate,No Rate
Black Sunday,1977.0,6.8,7515.0,"Adventure, Crime, Drama",143.0,Film,R,-1.0,None,Severe,Mild,Mild,Moderate
IO,2019.0,4.7,32827.0,"Adventure, Drama, Sci-Fi",96.0,Film,TV-14,-1.0,Mild,None,Mild,None,Mild
Deadpool 3,2019.0,-1.0,-1.0,"Action, Comedy, Sci-Fi",-1.0,Film,None,-1.0,No Rate,No Rate,No Rate,No Rate,No Rate
Rescue Me,2019.0,8.3,25738.0,"Comedy, Drama",60.0,Series,TV-MA,95.0,Severe,Moderate,Severe,Severe,Severe
The Bridge,2019.0,7.6,18528.0,"Crime, Drama, Mystery",43.0,Series,TV-MA,26.0,Mild,Severe,Moderate,Moderate,Moderate
The Bourne Ultimatum,2007.0,8.0,617345.0,"Action, Adventure, Mystery",115.0,Film,PG-13,-1.0,None,Moderate,Mild,Mild,Moderate
Romy and Michele's High School Reunion,1997.0,6.2,44930.0,Comedy,92.0,Film,R,-1.0,Mild,None,Mild,Mild,None
While You Were Sleeping,1995.0,6.7,96463.0,"Comedy, Drama, Romance",103.0,Film,PG,-1.0,Mild,None,Mild,Mild,None
The Newsreader,1995.0,7.6,634.0,Drama,-1.0,Series,None,6.0,No Rate,No Rate,No Rate,No Rate,No Rate
Every Which Way but Loose,1978.0,6.3,26080.0,"Action, Comedy",114.0,Film,PG,-1.0,Moderate,Mild,Moderate,Moderate,Mild
Macbeth,2015.0,6.6,54784.0,"Drama, History, War",113.0,Film,R,-1.0,Mild,Severe,None,Mild,Moderate
Tumbbad,2018.0,8.3,37344.0,"Drama, Fantasy, Horror",104.0,Film,Not Rated,-1.0,Mild,Moderate,Mild,Mild,Moderate
Alone in the Dark,1982.0,6.1,5378.0,"Horror, Thriller",92.0,Film,R,-1.0,Moderate,Moderate,Mild,None,Moderate
Westworld,1973.0,7.0,55319.0,"Action, Sci-Fi, Thriller",88.0,Film,PG,-1.0,Mild,Moderate,Mild,Mild,Moderate
In the Cut,2003.0,5.3,23076.0,"Mystery, Thriller",119.0,Film,R,-1.0,Severe,Severe,Severe,Mild,Severe
Keeping Faith,2003.0,7.1,4636.0,"Drama, Mystery, Thriller",60.0,Series,Not Rated,20.0,No Rate,No Rate,No Rate,No Rate,No Rate
L.A. Law,2003.0,7.0,5264.0,Drama,46.0,Series,TV-PG,171.0,Moderate,No Rate,Moderate,Moderate,No Rate
Escape Plan,2013.0,6.7,235362.0,"Action, Thriller",115.0,Film,R,-1.0,None,Severe,Severe,Mild,Mild
Sleeping with the Enemy,1991.0,6.3,54035.0,"Drama, Thriller",99.0,Film,R,-1.0,Mild,Moderate,Mild,Mild,Moderate
Messiah,2020.0,7.6,40704.0,"Drama, Mystery, Thriller",43.0,Series,TV-MA,10.0,Mild,Mild,Moderate,Mild,Mild
Deep Rising,1998.0,6.1,35602.0,"Action, Adventure, Horror",106.0,Film,R,-1.0,Mild,Severe,Mild,Mild,Moderate
Day of the Dead,1985.0,7.1,66401.0,"Horror, Thriller",101.0,Film,Not Rated,-1.0,None,Severe,Severe,Mild,Severe
Your Place or Mine,1985.0,-1.0,-1.0,"Comedy, Romance",-1.0,Film,None,-1.0,No Rate,No Rate,No Rate,No Rate,No Rate
22 Jump Street,2014.0,7.0,358915.0,"Action, Comedy, Crime",112.0,Film,R,-1.0,Moderate,Moderate,Severe,Moderate,Mild
Doctor Zhivago,1965.0,8.0,72957.0,"Drama, Romance, War",197.0,Film,PG-13,-1.0,Mild,Moderate,Mild,Mild,Moderate
Terror Train,1980.0,5.8,11159.0,"Horror, Mystery, Thriller",97.0,Film,R,-1.0,Moderate,Severe,Moderate,Mild,Moderate
Code 404,1980.0,6.3,1717.0,"Action, Comedy, Crime",25.0,Series,None,13.0,No Rate,No Rate,No Rate,No Rate,No Rate
Extinction,2018.0,5.8,50067.0,"Action, Drama, Sci-Fi",95.0,Film,TV-MA,-1.0,None,Moderate,Mild,None,Moderate
The Last Picture Show,1971.0,8.0,45203.0,"Drama, Romance",118.0,Film,R,-1.0,Moderate,Mild,Mild,Mild,None
Skam,1971.0,8.6,30748.0,"Drama, Romance",30.0,Series,Not Rated,43.0,Moderate,Mild,Mild,Moderate,Mild
The Insider,1999.0,7.8,166344.0,"Biography, Drama, Thriller",157.0,Film,R,-1.0,None,Mild,Moderate,Mild,Mild
Kodachrome,2017.0,6.8,14642.0,Drama,105.0,Film,TV-MA,-1.0,None,None,Moderate,Moderate,None
The Dead Zone,1983.0,7.2,66644.0,"Drama, Horror, Sci-Fi",103.0,Film,R,-1.0,Mild,Moderate,Mild,Mild,Moderate
Tribes of Europa,1983.0,6.8,10729.0,"Action, Adventure, Drama",-1.0,Series,TV-MA,6.0,Moderate,Moderate,Mild,Mild,Moderate
What Lies Beneath,2000.0,6.6,121865.0,"Drama, Horror, Mystery",130.0,Film,PG-13,-1.0,Mild,Moderate,Mild,Mild,Moderate
The Hate U Give,2018.0,7.5,33758.0,"Crime, Drama",133.0,Film,PG-13,-1.0,None,Moderate,Moderate,Mild,Severe
Pale Rider,1985.0,7.3,56565.0,"Drama, Western",115.0,Film,R,-1.0,Mild,Severe,Mild,Mild,Moderate
The Last Black Man in San Francisco,2019.0,7.3,16962.0,Drama,121.0,Film,R,-1.0,Mild,Mild,Severe,Mild,Mild
Distancia de rescate,2021.0,5.1,677.0,"Drama, Horror, Mystery",93.0,Film,R,-1.0,Mild,No Rate,No Rate,No Rate,No Rate
The Wrestler,2008.0,7.9,297304.0,"Drama, Sport",109.0,Film,R,-1.0,Severe,Severe,Moderate,Moderate,Moderate
12 Strong,2018.0,6.6,74061.0,"Action, Drama, History",130.0,Film,R,-1.0,None,Severe,Moderate,Mild,Moderate
Always Be My Maybe,2019.0,6.8,51053.0,"Comedy, Romance",101.0,Film,PG-13,-1.0,Mild,Mild,Moderate,Moderate,None
Magic Mike XXL,2015.0,5.6,54253.0,"Comedy, Drama, Music",115.0,Film,R,-1.0,Moderate,Mild,Severe,Moderate,None
Attack the Block,2011.0,6.7,104078.0,"Action, Adventure, Comedy",88.0,Film,R,-1.0,Mild,Severe,Severe,Severe,Moderate
Kung Fu,2011.0,5.3,2874.0,"Action, Adventure, Drama",-1.0,Series,TV-14,14.0,Mild,Moderate,No Rate,No Rate,No Rate
Inheritance,2020.0,5.5,11263.0,"Drama, Mystery, Thriller",111.0,Film,TV-MA,-1.0,None,Mild,Moderate,Mild,Moderate
Deadly Illusions,2021.0,3.7,11038.0,"Drama, Thriller",114.0,Film,R,-1.0,Moderate,Moderate,Mild,Mild,Moderate
Horrible Bosses 2,2014.0,6.3,164781.0,"Comedy, Crime",108.0,Film,R,-1.0,Moderate,Moderate,Severe,Mild,None
The Fairly OddParents,2014.0,7.2,36564.0,"Animation, Adventure, Comedy",30.0,Series,TV-Y7,159.0,Mild,Mild,Mild,None,Mild
Kara Sevda,2014.0,7.3,7727.0,"Drama, Romance",90.0,Series,TV-14,74.0,Mild,Severe,Moderate,Moderate,Moderate
Yumieui Sepodeul,2014.0,8.9,718.0,"Comedy, Romance",70.0,Series,None,14.0,No Rate,No Rate,No Rate,No Rate,No Rate
The Conversation,1974.0,7.8,106092.0,"Drama, Mystery, Thriller",113.0,Film,PG,-1.0,Mild,Moderate,Mild,Mild,Moderate
Star Trek: The Motion Picture,1979.0,6.4,86322.0,"Adventure, Mystery, Sci-Fi",132.0,Film,G,-1.0,None,Mild,Mild,None,Mild
Funny Games,1997.0,7.6,69536.0,"Crime, Drama, Thriller",108.0,Film,Not Rated,-1.0,Mild,Severe,Mild,Mild,Severe
Jungle,2017.0,6.7,53145.0,"Action, Adventure, Biography",115.0,Film,R,-1.0,Mild,Mild,Moderate,Mild,Moderate
Poltergeist,2015.0,4.9,56692.0,"Horror, Thriller",93.0,Film,PG-13,-1.0,Mild,Mild,Mild,Mild,Moderate
Blair Witch,2016.0,5.0,43679.0,"Horror, Mystery, Thriller",89.0,Film,R,-1.0,None,Moderate,Severe,Mild,Severe
Gwendoline,1984.0,5.3,2858.0,"Action, Adventure, Comedy",105.0,Film,R,-1.0,Moderate,Moderate,Mild,Mild,Mild
Bride Wars,2009.0,5.5,104026.0,"Comedy, Romance",89.0,Film,PG,-1.0,Mild,None,Mild,Mild,None
I Dream of Jeannie,2009.0,7.4,14582.0,"Comedy, Family, Fantasy",30.0,Series,TV-G,139.0,None,None,None,None,None
La Strada,1954.0,8.0,60963.0,Drama,108.0,Film,Not Rated,-1.0,None,Mild,Mild,Moderate,Mild
Beforeigners,1954.0,7.8,7612.0,"Crime, Drama, Sci-Fi",45.0,Series,TV-14,12.0,Moderate,Moderate,No Rate,Moderate,No Rate
How to Train Your Dragon: The Hidden World,2019.0,7.5,115487.0,"Animation, Action, Adventure",104.0,Film,PG,-1.0,None,Mild,None,None,Mild
I Love Lucy,2019.0,8.4,23300.0,"Comedy, Family",30.0,Series,TV-G,181.0,None,None,None,Mild,None
It's a Mad Mad Mad Mad World,1963.0,7.5,39857.0,"Action, Adventure, Comedy",210.0,Film,G,-1.0,None,Mild,None,Mild,None
All the Money in the World,2017.0,6.8,80525.0,"Biography, Crime, Drama",132.0,Film,R,-1.0,Mild,Moderate,Mild,Moderate,Moderate
Klaus,2019.0,8.2,120667.0,"Animation, Adventure, Comedy",96.0,Film,PG,-1.0,None,None,None,None,Mild
Heavy Metal,1981.0,6.7,33533.0,"Animation, Adventure, Fantasy",86.0,Film,R,-1.0,Severe,Severe,Moderate,Moderate,Moderate
The Wrong Missy,2020.0,5.7,36072.0,"Comedy, Romance",90.0,Film,TV-MA,-1.0,Moderate,Mild,Severe,Moderate,Mild
Fences,2016.0,7.2,103351.0,Drama,139.0,Film,PG-13,-1.0,None,Mild,Moderate,Mild,Mild
Warrior Queen,1987.0,3.3,779.0,Drama,79.0,Film,R,-1.0,Moderate,Moderate,None,Mild,Mild
Zombie Strippers!,2008.0,4.1,18110.0,"Comedy, Horror, Sci-Fi",94.0,Film,R,-1.0,Moderate,Severe,Severe,Moderate,Moderate
Year One,2009.0,4.9,95446.0,Comedy,97.0,Film,PG-13,-1.0,Moderate,Moderate,Moderate,Mild,Mild
Little Shop of Horrors,2009.0,-1.0,-1.0,"Comedy, Horror, Musical",-1.0,Film,None,-1.0,No Rate,No Rate,No Rate,No Rate,No Rate
Observe and Report,2009.0,5.8,62197.0,"Comedy, Crime, Drama",86.0,Film,R,-1.0,Severe,Moderate,Severe,Severe,Mild
Taxi,2004.0,4.5,41434.0,"Action, Comedy, Crime",97.0,Film,PG-13,-1.0,Moderate,Moderate,Moderate,Mild,None
Species II,1998.0,4.4,28643.0,"Action, Horror, Sci-Fi",93.0,Film,R,-1.0,Severe,Severe,Moderate,Mild,Severe
Shigatsu wa kimi no uso,1998.0,8.6,22719.0,"Animation, Drama, Music",23.0,Series,TV-PG,23.0,Mild,Mild,Mild,Mild,Moderate
Riviera,1998.0,6.7,7383.0,"Drama, Thriller",60.0,Series,TV-MA,28.0,Moderate,Moderate,Mild,Moderate,Mild
Paddington,2014.0,7.3,105614.0,"Animation, Adventure, Comedy",95.0,Film,PG,-1.0,None,Mild,None,Mild,Mild
The Clovehitch Killer,2018.0,6.6,22808.0,"Crime, Drama, Mystery",109.0,Film,Unrated,-1.0,Moderate,Moderate,Mild,None,Moderate
Kiseijû: Sei no kakuritsu,2018.0,8.3,30877.0,"Animation, Action, Horror",22.0,Series,TV-MA,24.0,Moderate,Severe,Mild,Mild,Severe
Breach,2020.0,3.0,16444.0,"Action, Horror, Sci-Fi",92.0,Film,R,-1.0,Severe,Severe,Severe,Moderate,Moderate
Do lok tin si,1995.0,7.7,33181.0,"Comedy, Crime, Drama",99.0,Film,Not Rated,-1.0,Moderate,Moderate,Mild,Moderate,Mild
Buffalo '66,1998.0,7.5,51663.0,"Comedy, Drama, Romance",110.0,Film,R,-1.0,Mild,Moderate,Moderate,Mild,Moderate
A Room with a View,1985.0,7.3,41885.0,"Drama, Romance",117.0,Film,Not Rated,-1.0,Moderate,Mild,None,Mild,Mild
The Rocketeer,1991.0,6.5,55673.0,"Action, Adventure, Family",108.0,Film,PG,-1.0,None,Mild,Mild,Mild,Mild
Safe Haven,2013.0,6.7,107820.0,"Drama, Romance, Thriller",115.0,Film,PG-13,-1.0,Mild,Mild,Mild,Mild,Moderate
Cool Hand Luke,1967.0,8.1,170487.0,"Crime, Drama",127.0,Film,GP,-1.0,Mild,Mild,Mild,Mild,Moderate
The Terminal Man,1974.0,5.7,2221.0,"Horror, Sci-Fi, Thriller",107.0,Film,PG,-1.0,None,None,None,None,None
This Way Up,1974.0,7.8,4538.0,Comedy,25.0,Series,None,12.0,No Rate,No Rate,No Rate,No Rate,No Rate
The Big Chill,1983.0,7.2,35267.0,"Comedy, Drama",105.0,Film,R,-1.0,Mild,None,Moderate,Moderate,Mild
Curse of Chucky,2013.0,5.6,36923.0,"Adventure, Comedy, Fantasy",97.0,Film,R,-1.0,Mild,Severe,Moderate,Mild,Moderate
RoboCop,2014.0,6.1,221688.0,"Action, Crime, Sci-Fi",117.0,Film,PG-13,-1.0,Mild,Moderate,Moderate,Mild,Moderate
Jack Whitehall: Travels with My Father,2014.0,7.6,4867.0,"Documentary, Comedy",30.0,Series,TV-MA,18.0,Mild,None,Severe,Mild,None
Serenity,2019.0,5.4,39075.0,"Drama, Mystery, Thriller",106.0,Film,R,-1.0,Moderate,Mild,Moderate,Mild,Mild
Come from Away,2021.0,8.8,1571.0,"Comedy, Drama, Musical",106.0,Film,TV-14,-1.0,None,None,Moderate,Mild,None
